,filename,i1,j1
2069,output19_40_1,15,1
2070,output19_41_0,3,12
2071,output19_41_1,11,8
2072,output19_42_0,15,0
2073,output19_42_1,17,4
2074,output19_43_0,15,0
2075,output19_43_1,17,5
2076,output19_44_0,16,0
2077,output19_44_1,16,5
2078,output19_45_0,18,3
2079,output19_45_1,14,3
2080,output19_46_0,17,4
2081,output19_46_1,16,5
2082,output19_47_0,17,5
2083,output19_47_1,15,8
2084,output19_48_0,17,5
2085,output19_48_1,15,8
2086,output19_49_0,18,6
2087,output19_49_1,14,8
2088,output19_4_0,13,17
2089,output19_4_1,10,18
2090,output19_50_0,17,5
2091,output19_50_1,14,9
2092,output19_51_0,14,10
2093,output19_51_1,14,9
2094,output19_52_0,14,10
2095,output19_52_1,14,10
2096,output19_53_0,14,10
2097,output19_53_1,13,10
2098,output19_54_0,15,10
2099,output19_54_1,13,13
2100,output19_55_0,17,13
2101,output19_55_1,12,13
2102,output19_56_0,15,13
2103,output19_56_1,12,13
2104,output19_57_0,17,13
2105,output19_57_1,14,15
2106,output19_58_0,15,15
2107,output19_58_1,10,13
2108,output19_59_0,14,15
2109,output19_59_1,11,10
2110,output19_5_0,13,18
2111,output19_5_1,9,18
2112,output19_60_0,14,15
2113,output19_60_1,14,10
2114,output19_61_0,16,17
2115,output19_61_1,12,7
2116,output19_62_0,16,17
2117,output19_62_1,10,13
2118,output19_63_0,16,17
2119,output19_63_1,10,13
2120,output19_64_0,14,17
2121,output19_64_1,10,13
2122,output19_65_0,14,17
2123,output19_65_1,10,15
2124,output19_66_0,16,18
2125,output19_66_1,10,13
2126,output19_67_0,14,18
2127,output19_67_1,10,13
2128,output19_68_0,13,12
2129,output19_68_1,10,13
2130,output19_69_0,11,10
2131,output19_69_1,11,15
2132,output19_6_0,4,16
2133,output19_6_1,3,18
2134,output19_70_0,13,13
2135,output19_70_1,9,16
2136,output19_71_0,10,13
2137,output19_71_1,9,16
2138,output19_72_0,10,13
2139,output19_72_1,9,16
2140,output19_73_0,12,13
2141,output19_73_1,8,14
2142,output19_74_0,12,15
2143,output19_74_1,8,14
2144,output19_75_0,14,15
2145,output19_75_1,8,15
2146,output19_76_0,14,10
2147,output19_76_1,9,16
2148,output19_77_0,16,12
2149,output19_77_1,9,16
2150,output19_78_0,15,12
2151,output19_78_1,9,18
2152,output19_79_0,16,13
2153,output19_79_1,9,18
2154,output19_7_0,5,14
2155,output19_7_1,3,18
2156,output19_80_0,12,7
2157,output19_80_1,9,16
2158,output19_81_0,12,5
2159,output19_81_1,9,16
2160,output19_82_0,15,10
2161,output19_82_1,9,18
2162,output19_83_0,13,10
2163,output19_83_1,10,18
2164,output19_84_0,14,10
2165,output19_84_1,14,12
2166,output19_85_0,15,12
2167,output19_85_1,12,7
2168,output19_86_0,17,13
2169,output19_86_1,13,7
2170,output19_87_0,15,15
2171,output19_87_1,12,9
2172,output19_88_0,15,15
2173,output19_88_1,12,9
2174,output19_89_0,16,17
2175,output19_89_1,12,7
2176,output19_8_0,4,15
2177,output19_8_1,4,16
2178,output19_90_0,16,12
2179,output19_90_1,13,7
2180,output19_91_0,16,12
2181,output19_91_1,12,7
2182,output19_92_0,17,13
2183,output19_92_1,10,13
2184,output19_93_0,17,13
2185,output19_93_1,11,9
2186,output19_94_0,16,15
2187,output19_94_1,8,15
2188,output19_95_0,16,12
2189,output19_95_1,9,16
2190,output19_96_0,16,13
2191,output19_96_1,12,13
2192,output19_97_0,16,13
2193,output19_97_1,11,13
2194,output19_98_0,14,17
2195,output19_98_1,12,13
2196,output19_99_0,14,15
2197,output19_99_1,13,9
2198,output19_9_0,3,16
2199,output19_9_1,4,16
2200,output1_0_0,18,10
2201,output1_0_1,17,13
2202,output1_10_0,11,15
2203,output1_10_1,9,18
2204,output1_11_0,13,17
2205,output1_11_1,9,18
2206,output1_12_0,13,17
2207,output1_12_1,9,16
2208,output1_13_0,10,18
2209,output1_13_1,9,16
2210,output1_14_0,10,16
2211,output1_14_1,9,16
2212,output1_15_0,10,18
2213,output1_15_1,9,18
2214,output1_16_0,17,5
2215,output1_16_1,9,18
2216,output1_17_0,17,5
2217,output1_17_1,17,13
2218,output1_18_0,14,10
2219,output1_18_1,9,8
2220,output1_19_0,18,10
2221,output1_19_1,9,8
2222,output1_1_0,18,13
2223,output1_1_1,18,13
2224,output1_20_0,14,10
2225,output1_20_1,9,8
2226,output1_21_0,17,13
2227,output1_21_1,8,8
2228,output1_22_0,17,13
2229,output1_22_1,10,13
2230,output1_23_0,9,2
2231,output1_23_1,10,13
2232,output1_24_0,12,1
2233,output1_24_1,10,13
2234,output1_25_0,11,2
2235,output1_25_1,6,11
2236,output1_26_0,7,2
2237,output1_26_1,6,11
2238,output1_27_0,11,2
2239,output1_27_1,6,11
2240,output1_28_0,11,0
2241,output1_28_1,6,11
2242,output1_29_0,11,1
2243,output1_29_1,6,11
2244,output1_2_0,17,13
2245,output1_2_1,18,13
2246,output1_30_0,11,1
2247,output1_30_1,6,11
2248,output1_31_0,12,3
2249,output1_31_1,6,14
2250,output1_32_0,11,3
2251,output1_32_1,6,14
2252,output1_33_0,14,4
2253,output1_33_1,6,14
2254,output1_34_0,9,4
2255,output1_34_1,7,5
2256,output1_35_0,11,8
2257,output1_35_1,8,7
2258,output1_36_0,11,8
2259,output1_36_1,8,7
2260,output1_37_0,8,7
2261,output1_37_1,8,7
2262,output1_38_0,9,8
2263,output1_38_1,7,9
2264,output1_39_0,9,8
2265,output1_39_1,1,5
2266,output1_3_0,11,8
2267,output1_3_1,18,13
2268,output1_40_0,9,9
2269,output1_40_1,7,10
2270,output1_41_0,10,10
2271,output1_41_1,7,2
2272,output1_42_0,9,10
2273,output1_42_1,7,2
2274,output1_43_0,10,13
2275,output1_43_1,1,7
2276,output1_44_0,8,14
2277,output1_44_1,1,7
2278,output1_45_0,8,14
2279,output1_45_1,1,8
2280,output1_46_0,13,7
2281,output1_46_1,1,9
2282,output1_47_0,12,8
2283,output1_47_1,2,10
2284,output1_48_0,11,8
2285,output1_48_1,8,7
2286,output1_49_0,8,7
2287,output1_49_1,8,8
2288,output1_4_0,17,13
2289,output1_4_1,18,17
2290,output1_50_0,8,7
2291,output1_50_1,6,11
2292,output1_51_0,8,7
2293,output1_51_1,6,11
2294,output1_52_0,8,9
2295,output1_52_1,6,11
2296,output1_53_0,6,11
2297,output1_53_1,7,14
2298,output1_54_0,9,9
2299,output1_54_1,7,14
2300,output1_55_0,8,11
2301,output1_55_1,8,14
2302,output1_56_0,8,14
2303,output1_56_1,8,14
2304,output1_57_0,8,14
2305,output1_57_1,6,14
2306,output1_58_0,8,14
2307,output1_58_1,6,14
2308,output1_59_0,10,13
2309,output1_59_1,7,15
2310,output1_5_0,18,16
2311,output1_5_1,18,17
2312,output1_60_0,10,13
2313,output1_60_1,5,16
2314,output1_61_0,10,13
2315,output1_61_1,10,13
2316,output1_62_0,10,13
2317,output1_62_1,10,13
2318,output1_63_0,9,16
2319,output1_63_1,10,13
2320,output1_64_0,9,16
2321,output1_64_1,9,15
2322,output1_65_0,9,16
2323,output1_65_1,15,2
2324,output1_66_0,11,12
2325,output1_66_1,16,5
2326,output1_67_0,10,18
2327,output1_67_1,16,5
2328,output1_68_0,10,13
2329,output1_68_1,15,8
2330,output1_69_0,10,13
2331,output1_69_1,14,8
2332,output1_6_0,16,17
2333,output1_6_1,18,17
2334,output1_70_0,10,13
2335,output1_70_1,14,9
2336,output1_71_0,9,16
2337,output1_71_1,14,9
2338,output1_72_0,9,16
2339,output1_72_1,14,10
2340,output1_73_0,9,18
2341,output1_73_1,14,10
2342,output1_74_0,9,18
2343,output1_74_1,15,12
2344,output1_75_0,9,18
2345,output1_75_1,16,12
2346,output1_76_0,10,8
2347,output1_76_1,14,14
2348,output1_77_0,17,5
2349,output1_77_1,14,15
2350,output1_78_0,11,12
2351,output1_78_1,15,17
2352,output1_79_0,16,10
2353,output1_79_1,14,10
2354,output1_7_0,14,15
2355,output1_7_1,18,17
2356,output1_80_0,11,13
2357,output1_80_1,12,17
2358,output1_81_0,10,13
2359,output1_81_1,13,18
2360,output1_82_0,8,14
2361,output1_82_1,13,12
2362,output1_83_0,17,13
2363,output1_83_1,13,18
2364,output1_84_0,17,13
2365,output1_84_1,14,15
2366,output1_85_0,17,13
2367,output1_85_1,13,13
2368,output1_86_0,15,4
2369,output1_86_1,13,17
2370,output1_87_0,15,4
2371,output1_87_1,9,16
2372,output1_88_0,16,5
2373,output1_88_1,9,16
2374,output1_89_0,12,5
2375,output1_89_1,9,16
2376,output1_8_0,10,13
2377,output1_8_1,18,18
2378,output1_90_0,17,9
2379,output1_90_1,9,16
2380,output1_91_0,17,9
2381,output1_91_1,9,18
2382,output1_92_0,16,10
2383,output1_92_1,12,7
2384,output1_93_0,18,10
2385,output1_93_1,11,7
2386,output1_94_0,17,13
2387,output1_94_1,12,9
2388,output1_95_0,18,13
2389,output1_95_1,11,8
2390,output1_96_0,18,15
2391,output1_96_1,9,10
2392,output1_97_0,18,17
2393,output1_97_1,12,9
2394,output1_98_0,18,17
2395,output1_98_1,13,13
2396,output1_99_0,16,17
2397,output1_99_1,10,13
2398,output1_9_0,10,13
2399,output1_9_1,18,18
2400,output20_0_0,10,13
2401,output20_0_1,9,16
2402,output20_10_0,4,16
2403,output20_10_1,3,15
2404,output20_11_0,4,16
2405,output20_11_1,3,18
2406,output20_12_0,3,18
2407,output20_12_1,4,16
2408,output20_13_0,4,18
2409,output20_13_1,4,18
2410,output20_14_0,9,17
2411,output20_14_1,10,18
2412,output20_15_0,2,17
2413,output20_15_1,13,5
2414,output20_16_0,13,18
2415,output20_16_1,12,5
2416,output20_17_0,16,18
2417,output20_17_1,12,7
2418,output20_18_0,14,17
2419,output20_18_1,12,7
2420,output20_19_0,14,17
2421,output20_19_1,12,7
2422,output20_1_0,8,14
2423,output20_1_1,11,15
2424,output20_20_0,13,17
2425,output20_20_1,14,9
2426,output20_21_0,13,18
2427,output20_21_1,11,10
2428,output20_22_0,2,1
2429,output20_22_1,12,10
2430,output20_23_0,5,0
2431,output20_23_1,12,13
2432,output20_24_0,7,2
2433,output20_24_1,0,1
2434,output20_25_0,7,2
2435,output20_25_1,13,17
2436,output20_26_0,3,0
2437,output20_26_1,3,0
2438,output20_27_0,3,3
2439,output20_27_1,12,1
2440,output20_28_0,4,0
2441,output20_28_1,12,1
2442,output20_29_0,4,0
2443,output20_29_1,11,1
2444,output20_2_0,8,14
2445,output20_2_1,10,18
2446,output20_30_0,4,2
2447,output20_30_1,11,1
2448,output20_31_0,3,5
2449,output20_31_1,15,2
2450,output20_32_0,4,6
2451,output20_32_1,15,0
2452,output20_33_0,4,6
2453,output20_33_1,15,1
2454,output20_34_0,4,6
2455,output20_34_1,15,1
2456,output20_35_0,4,6
2457,output20_35_1,14,3
2458,output20_36_0,4,9
2459,output20_36_1,14,3
2460,output20_37_0,4,10
2461,output20_37_1,14,4
2462,output20_38_0,4,10
2463,output20_38_1,15,0
2464,output20_39_0,3,10
2465,output20_39_1,12,5
2466,output20_3_0,12,16
2467,output20_3_1,9,18
2468,output20_40_0,3,12
2469,output20_40_1,12,7
2470,output20_41_0,4,12
2471,output20_41_1,12,7
2472,output20_42_0,3,12
2473,output20_42_1,12,7
2474,output20_43_0,5,14
2475,output20_43_1,17,4
2476,output20_44_0,15,0
2477,output20_44_1,16,4
2478,output20_45_0,17,4
2479,output20_45_1,16,4
2480,output20_46_0,17,4
2481,output20_46_1,16,5
2482,output20_47_0,17,5
2483,output20_47_1,16,5
2484,output20_48_0,17,5
2485,output20_48_1,15,8
2486,output20_49_0,17,5
2487,output20_49_1,15,8
2488,output20_4_0,10,18
2489,output20_4_1,10,18
2490,output20_50_0,17,5
2491,output20_50_1,13,7
2492,output20_51_0,14,10
2493,output20_51_1,14,9
2494,output20_52_0,14,10
2495,output20_52_1,14,10
2496,output20_53_0,14,10
2497,output20_53_1,13,10
2498,output20_54_0,18,10
2499,output20_54_1,14,10
2500,output20_55_0,17,13
2501,output20_55_1,12,10
2502,output20_56_0,17,13
2503,output20_56_1,12,13
2504,output20_57_0,16,13
2505,output20_57_1,14,15
2506,output20_58_0,18,13
2507,output20_58_1,12,13
2508,output20_59_0,18,15
2509,output20_59_1,14,9
2510,output20_5_0,13,17
2511,output20_5_1,9,18
2512,output20_60_0,16,15
2513,output20_60_1,12,11
2514,output20_61_0,18,17
2515,output20_61_1,12,7
2516,output20_62_0,18,17
2517,output20_62_1,10,13
2518,output20_63_0,16,17
2519,output20_63_1,11,10
2520,output20_64_0,16,17
2521,output20_64_1,11,9
2522,output20_65_0,16,18
2523,output20_65_1,8,14
2524,output20_66_0,16,18
2525,output20_66_1,12,12
2526,output20_67_0,16,17
2527,output20_67_1,10,13
2528,output20_68_0,12,8
2529,output20_68_1,10,13
2530,output20_69_0,11,10
2531,output20_69_1,10,13
2532,output20_6_0,9,16
2533,output20_6_1,1,15
2534,output20_70_0,13,13
2535,output20_70_1,10,13
2536,output20_71_0,13,13
2537,output20_71_1,10,13
2538,output20_72_0,13,13
2539,output20_72_1,10,13
2540,output20_73_0,13,13
2541,output20_73_1,10,13
2542,output20_74_0,13,17
2543,output20_74_1,8,14
2544,output20_75_0,13,17
2545,output20_75_1,9,16
2546,output20_76_0,13,17
2547,output20_76_1,9,16
2548,output20_77_0,13,18
2549,output20_77_1,9,16
2550,output20_78_0,16,13
2551,output20_78_1,9,18
2552,output20_79_0,14,13
2553,output20_79_1,9,18
2554,output20_7_0,5,14
2555,output20_7_1,4,16
2556,output20_80_0,12,5
2557,output20_80_1,9,16
2558,output20_81_0,14,8
2559,output20_81_1,8,14
2560,output20_82_0,14,9
2561,output20_82_1,10,18
2562,output20_83_0,14,10
2563,output20_83_1,9,16
2564,output20_84_0,15,9
2565,output20_84_1,12,16
2566,output20_85_0,14,9
2567,output20_85_1,3,15
2568,output20_86_0,14,10
2569,output20_86_1,13,7
2570,output20_87_0,14,10
2571,output20_87_1,11,9
2572,output20_88_0,15,10
2573,output20_88_1,11,9
2574,output20_89_0,16,17
2575,output20_89_1,14,7
2576,output20_8_0,4,16
2577,output20_8_1,3,16
2578,output20_90_0,16,10
2579,output20_90_1,12,7
2580,output20_91_0,16,12
2581,output20_91_1,10,13
2582,output20_92_0,17,13
2583,output20_92_1,10,13
2584,output20_93_0,16,13
2585,output20_93_1,10,13
2586,output20_94_0,16,13
2587,output20_94_1,14,12
2588,output20_95_0,17,13
2589,output20_95_1,12,12
2590,output20_96_0,17,13
2591,output20_96_1,12,12
2592,output20_97_0,18,13
2593,output20_97_1,14,8
2594,output20_98_0,18,13
2595,output20_98_1,14,8
2596,output20_99_0,18,15
2597,output20_99_1,13,10
2598,output20_9_0,5,16
2599,output20_9_1,3,12
2600,output21_0_0,10,13
2601,output21_0_1,9,16
2602,output21_10_0,5,16
2603,output21_10_1,3,12
2604,output21_11_0,4,16
2605,output21_11_1,3,15
2606,output21_12_0,5,15
2607,output21_12_1,3,15
2608,output21_13_0,4,16
2609,output21_13_1,3,15
2610,output21_14_0,9,18
2611,output21_14_1,4,16
2612,output21_15_0,10,18
2613,output21_15_1,10,18
2614,output21_16_0,14,18
2615,output21_16_1,13,5
2616,output21_17_0,16,18
2617,output21_17_1,13,7
2618,output21_18_0,14,15
2619,output21_18_1,13,8
2620,output21_19_0,14,16
2621,output21_19_1,13,9
2622,output21_1_0,8,14
2623,output21_1_1,9,16
2624,output21_20_0,14,17
2625,output21_20_1,14,9
2626,output21_21_0,14,18
2627,output21_21_1,15,12
2628,output21_22_0,3,0
2629,output21_22_1,14,10
2630,output21_23_0,3,0
2631,output21_23_1,0,1
2632,output21_24_0,3,0
2633,output21_24_1,15,10
2634,output21_25_0,5,0
2635,output21_25_1,1,3
2636,output21_26_0,3,0
2637,output21_26_1,2,1
2638,output21_27_0,4,0
2639,output21_27_1,5,0
2640,output21_28_0,3,0
2641,output21_28_1,5,0
2642,output21_29_0,4,0
2643,output21_29_1,12,3
2644,output21_2_0,10,13
2645,output21_2_1,9,18
2646,output21_30_0,4,2
2647,output21_30_1,9,1
2648,output21_31_0,4,2
2649,output21_31_1,12,2
2650,output21_32_0,4,6
2651,output21_32_1,16,0
2652,output21_33_0,4,6
2653,output21_33_1,16,0
2654,output21_34_0,4,6
2655,output21_34_1,14,0
2656,output21_35_0,6,6
2657,output21_35_1,14,3
2658,output21_36_0,4,9
2659,output21_36_1,16,4
2660,output21_37_0,4,9
2661,output21_37_1,16,5
2662,output21_38_0,4,10
2663,output21_38_1,12,5
2664,output21_39_0,4,11
2665,output21_39_1,12,7
2666,output21_3_0,9,16
2667,output21_3_1,12,18
2668,output21_40_0,6,11
2669,output21_40_1,12,5
2670,output21_41_0,5,11
2671,output21_41_1,12,7
2672,output21_42_0,5,14
2673,output21_42_1,12,7
2674,output21_43_0,5,14
2675,output21_43_1,16,2
2676,output21_44_0,5,14
2677,output21_44_1,16,4
2678,output21_45_0,16,4
2679,output21_45_1,16,4
2680,output21_46_0,18,3
2681,output21_46_1,16,5
2682,output21_47_0,17,5
2683,output21_47_1,16,5
2684,output21_48_0,17,5
2685,output21_48_1,16,5
2686,output21_49_0,17,5
2687,output21_49_1,16,10
2688,output21_4_0,13,17
2689,output21_4_1,9,18
2690,output21_50_0,17,5
2691,output21_50_1,13,6
2692,output21_51_0,17,5
2693,output21_51_1,14,9
2694,output21_52_0,18,9
2695,output21_52_1,14,10
2696,output21_53_0,18,9
2697,output21_53_1,16,12
2698,output21_54_0,18,9
2699,output21_54_1,16,13
2700,output21_55_0,18,10
2701,output21_55_1,16,13
2702,output21_56_0,17,13
2703,output21_56_1,13,10
2704,output21_57_0,17,13
2705,output21_57_1,12,12
2706,output21_58_0,16,13
2707,output21_58_1,14,8
2708,output21_59_0,18,15
2709,output21_59_1,11,9
2710,output21_5_0,13,18
2711,output21_5_1,1,16
2712,output21_60_0,18,13
2713,output21_60_1,12,9
2714,output21_61_0,18,15
2715,output21_61_1,13,7
2716,output21_62_0,18,17
2717,output21_62_1,11,7
2718,output21_63_0,18,17
2719,output21_63_1,11,10
2720,output21_64_0,16,17
2721,output21_64_1,12,10
2722,output21_65_0,16,17
2723,output21_65_1,11,10
2724,output21_66_0,16,18
2725,output21_66_1,12,13
2726,output21_67_0,14,9
2727,output21_67_1,12,13
2728,output21_68_0,15,8
2729,output21_68_1,12,13
2730,output21_69_0,12,10
2731,output21_69_1,11,15
2732,output21_6_0,9,18
2733,output21_6_1,6,14
2734,output21_70_0,14,12
2735,output21_70_1,10,10
2736,output21_71_0,14,13
2737,output21_71_1,10,13
2738,output21_72_0,14,13
2739,output21_72_1,10,13
2740,output21_73_0,14,13
2741,output21_73_1,10,13
2742,output21_74_0,13,13
2743,output21_74_1,10,13
2744,output21_75_0,14,17
2745,output21_75_1,11,15
2746,output21_76_0,14,17
2747,output21_76_1,9,16
2748,output21_77_0,14,17
2749,output21_77_1,10,18
2750,output21_78_0,4,13
2751,output21_78_1,10,18
2752,output21_79_0,5,14
2753,output21_79_1,10,18
2754,output21_7_0,5,14
2755,output21_7_1,3,12
2756,output21_80_0,12,7
2757,output21_80_1,10,18
2758,output21_81_0,14,8
2759,output21_81_1,10,18
2760,output21_82_0,14,9
2761,output21_82_1,9,16
2762,output21_83_0,15,10
2763,output21_83_1,9,16
2764,output21_84_0,14,9
2765,output21_84_1,5,14
2766,output21_85_0,14,9
2767,output21_85_1,5,14
2768,output21_86_0,16,13
2769,output21_86_1,5,15
2770,output21_87_0,15,12
2771,output21_87_1,11,9
2772,output21_88_0,16,12
2773,output21_88_1,14,9
2774,output21_89_0,16,15
2775,output21_89_1,11,10
2776,output21_8_0,5,15
2777,output21_8_1,3,12
2778,output21_90_0,16,12
2779,output21_90_1,11,9
2780,output21_91_0,16,13
2781,output21_91_1,10,13
2782,output21_92_0,17,13
2783,output21_92_1,10,13
2784,output21_93_0,17,13
2785,output21_93_1,10,13
2786,output21_94_0,16,13
2787,output21_94_1,14,8
2788,output21_95_0,18,17
2789,output21_95_1,14,12
2790,output21_96_0,17,13
2791,output21_96_1,14,10
2792,output21_97_0,16,13
2793,output21_97_1,14,8
2794,output21_98_0,16,15
2795,output21_98_1,16,5
2796,output21_99_0,18,15
2797,output21_99_1,15,10
2798,output21_9_0,4,16
2799,output21_9_1,3,12
2800,output22_0_0,10,13
2801,output22_0_1,9,18
2802,output22_10_0,2,18
2803,output22_10_1,5,14
2804,output22_11_0,9,16
2805,output22_11_1,5,14
2806,output22_12_0,9,16
2807,output22_12_1,5,15
2808,output22_13_0,10,18
2809,output22_13_1,5,14
2810,output22_14_0,9,18
2811,output22_14_1,5,15
2812,output22_15_0,9,18
2813,output22_15_1,4,16
2814,output22_16_0,1,16
2815,output22_16_1,0,12
2816,output22_17_0,16,18
2817,output22_17_1,3,18
2818,output22_18_0,16,17
2819,output22_18_1,16,9
2820,output22_19_0,16,17
2821,output22_19_1,16,9
2822,output22_1_0,10,13
2823,output22_1_1,10,18
2824,output22_20_0,14,18
2825,output22_20_1,14,9
2826,output22_21_0,14,17
2827,output22_21_1,15,12
2828,output22_22_0,4,0
2829,output22_22_1,15,12
2830,output22_23_0,4,0
2831,output22_23_1,0,2
2832,output22_24_0,4,2
2833,output22_24_1,3,0
2834,output22_25_0,3,0
2835,output22_25_1,4,0
2836,output22_26_0,3,0
2837,output22_26_1,3,1
2838,output22_27_0,4,2
2839,output22_27_1,7,0
2840,output22_28_0,7,2
2841,output22_28_1,7,2
2842,output22_29_0,7,3
2843,output22_29_1,12,1
2844,output22_2_0,10,13
2845,output22_2_1,10,18
2846,output22_30_0,7,2
2847,output22_30_1,12,1
2848,output22_31_0,7,3
2849,output22_31_1,16,2
2850,output22_32_0,5,5
2851,output22_32_1,16,2
2852,output22_33_0,6,6
2853,output22_33_1,16,0
2854,output22_34_0,6,6
2855,output22_34_1,14,3
2856,output22_35_0,6,7
2857,output22_35_1,14,3
2858,output22_36_0,6,7
2859,output22_36_1,16,4
2860,output22_37_0,6,8
2861,output22_37_1,16,5
2862,output22_38_0,6,8
2863,output22_38_1,14,3
2864,output22_39_0,6,11
2865,output22_39_1,12,7
2866,output22_3_0,11,15
2867,output22_3_1,10,18
2868,output22_40_0,6,11
2869,output22_40_1,12,7
2870,output22_41_0,6,11
2871,output22_41_1,12,7
2872,output22_42_0,6,11
2873,output22_42_1,16,4
2874,output22_43_0,6,12
2875,output22_43_1,18,2
2876,output22_44_0,6,14
2877,output22_44_1,17,3
2878,output22_45_0,16,4
2879,output22_45_1,17,4
2880,output22_46_0,18,3
2881,output22_46_1,17,4
2882,output22_47_0,18,4
2883,output22_47_1,16,5
2884,output22_48_0,17,5
2885,output22_48_1,16,5
2886,output22_49_0,17,5
2887,output22_49_1,16,5
2888,output22_4_0,12,15
2889,output22_4_1,3,15
2890,output22_50_0,17,5
2891,output22_50_1,15,8
2892,output22_51_0,18,6
2893,output22_51_1,15,8
2894,output22_52_0,18,9
2895,output22_52_1,14,3
2896,output22_53_0,18,9
2897,output22_53_1,14,9
2898,output22_54_0,17,9
2899,output22_54_1,17,13
2900,output22_55_0,17,9
2901,output22_55_1,16,13
2902,output22_56_0,18,10
2903,output22_56_1,14,8
2904,output22_57_0,18,10
2905,output22_57_1,14,8
2906,output22_58_0,17,13
2907,output22_58_1,11,9
2908,output22_59_0,18,13
2909,output22_59_1,14,10
2910,output22_5_0,12,16
2911,output22_5_1,5,14
2912,output22_60_0,18,13
2913,output22_60_1,12,7
2914,output22_61_0,18,13
2915,output22_61_1,12,7
2916,output22_62_0,18,15
2917,output22_62_1,12,7
2918,output22_63_0,18,17
2919,output22_63_1,12,7
2920,output22_64_0,18,17
2921,output22_64_1,11,9
2922,output22_65_0,18,17
2923,output22_65_1,12,7
2924,output22_66_0,18,17
2925,output22_66_1,12,10
2926,output22_67_0,18,17
2927,output22_67_1,12,10
2928,output22_68_0,15,12
2929,output22_68_1,12,13
2930,output22_69_0,15,10
2931,output22_69_1,11,9
2932,output22_6_0,9,16
2933,output22_6_1,5,14
2934,output22_70_0,15,10
2935,output22_70_1,11,10
2936,output22_71_0,13,13
2937,output22_71_1,11,10
2938,output22_72_0,15,13
2939,output22_72_1,10,13
2940,output22_73_0,15,15
2941,output22_73_1,13,13
2942,output22_74_0,14,12
2943,output22_74_1,11,15
2944,output22_75_0,13,17
2945,output22_75_1,11,15
2946,output22_76_0,5,11
2947,output22_76_1,11,15
2948,output22_77_0,2,11
2949,output22_77_1,10,17
2950,output22_78_0,5,14
2951,output22_78_1,10,18
2952,output22_79_0,5,14
2953,output22_79_1,10,18
2954,output22_7_0,5,15
2955,output22_7_1,5,11
2956,output22_80_0,5,15
2957,output22_80_1,10,18
2958,output22_81_0,15,5
2959,output22_81_1,6,11
2960,output22_82_0,14,8
2961,output22_82_1,6,11
2962,output22_83_0,15,10
2963,output22_83_1,6,11
2964,output22_84_0,16,9
2965,output22_84_1,6,14
2966,output22_85_0,15,12
2967,output22_85_1,6,14
2968,output22_86_0,16,10
2969,output22_86_1,5,15
2970,output22_87_0,16,12
2971,output22_87_1,5,15
2972,output22_88_0,16,12
2973,output22_88_1,11,8
2974,output22_89_0,16,12
2975,output22_89_1,11,10
2976,output22_8_0,5,16
2977,output22_8_1,5,11
2978,output22_90_0,16,13
2979,output22_90_1,11,10
2980,output22_91_0,17,13
2981,output22_91_1,13,13
2982,output22_92_0,17,13
2983,output22_92_1,13,13
2984,output22_93_0,18,15
2985,output22_93_1,13,13
2986,output22_94_0,16,17
2987,output22_94_1,12,15
2988,output22_95_0,18,16
2989,output22_95_1,13,17
2990,output22_96_0,18,17
2991,output22_96_1,13,17
2992,output22_97_0,18,17
2993,output22_97_1,14,12
2994,output22_98_0,17,17
2995,output22_98_1,15,8
2996,output22_99_0,18,16
2997,output22_99_1,15,8
2998,output22_9_0,6,18
2999,output22_9_1,5,14
3000,output23_0_0,10,13
3001,output23_0_1,10,18
3002,output23_10_0,2,10
3003,output23_10_1,6,14
3004,output23_11_0,1,15
3005,output23_11_1,3,12
3006,output23_12_0,9,16
3007,output23_12_1,1,7
3008,output23_13_0,9,18
3009,output23_13_1,1,7
3010,output23_14_0,9,18
3011,output23_14_1,1,7
3012,output23_15_0,9,18
3013,output23_15_1,0,9
3014,output23_16_0,10,18
3015,output23_16_1,1,10
3016,output23_17_0,1,15
3017,output23_17_1,1,9
3018,output23_18_0,16,17
3019,output23_18_1,5,18
3020,output23_19_0,16,17
3021,output23_19_1,16,8
3022,output23_1_0,10,13
3023,output23_1_1,10,18
3024,output23_20_0,13,17
3025,output23_20_1,14,10
3026,output23_21_0,13,17
3027,output23_21_1,15,12
3028,output23_22_0,4,0
3029,output23_22_1,15,12
3030,output23_23_0,4,0
3031,output23_23_1,0,3
3032,output23_24_0,7,0
3033,output23_24_1,3,0
3034,output23_25_0,3,0
3035,output23_25_1,3,0
3036,output23_26_0,7,0
3037,output23_26_1,3,1
3038,output23_27_0,7,0
3039,output23_27_1,7,0
3040,output23_28_0,7,2
3041,output23_28_1,7,2
3042,output23_29_0,7,3
3043,output23_29_1,12,0
3044,output23_2_0,10,13
3045,output23_2_1,10,17
3046,output23_30_0,7,3
3047,output23_30_1,12,1
3048,output23_31_0,7,3
3049,output23_31_1,11,1
3050,output23_32_0,7,2
3051,output23_32_1,16,1
3052,output23_33_0,7,7
3053,output23_33_1,14,0
3054,output23_34_0,6,7
3055,output23_34_1,14,0
3056,output23_35_0,6,7
3057,output23_35_1,16,4
3058,output23_36_0,6,7
3059,output23_36_1,16,4
3060,output23_37_0,6,8
3061,output23_37_1,16,4
3062,output23_38_0,6,8
3063,output23_38_1,16,5
3064,output23_39_0,6,11
3065,output23_39_1,16,4
3066,output23_3_0,11,15
3067,output23_3_1,4,16
